recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason,booking_id,customer_id,cancellation_probability_pct,intervention_type,recommended_action,business_objective,customer_segment,route_name,source,destination,booking_count,seats_booked,total_revenue,forecast_demand,average_forecast_demand,priority_score
Customer Marketing,Customer,CUST04549,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04518,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04519,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04521,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00585,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00588,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00589,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00590,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00591,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00592,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00563,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00565,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00566,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00568,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00570,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00572,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00574,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00576,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00548,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00549,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00552,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00554,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00555,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00556,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00557,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00559,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04565,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00533,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00534,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00535,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00537,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00538,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00540,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00542,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00512,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00513,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00514,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00515,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04576,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04580,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04559,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04561,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04564,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00522,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00524,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04612,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04583,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04585,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04586,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04588,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04589,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04592,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04593,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04567,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04568,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04570,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00495,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00496,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00502,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00504,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00505,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00507,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04604,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04606,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04607,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
