recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Customer Marketing,Customer,CUST04610,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00511,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00478,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00479,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00483,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00484,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00488,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00493,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00494,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00462,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00464,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00465,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04626,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04628,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00466,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00470,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00471,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00473,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00474,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00476,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00477,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00447,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00452,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00454,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00456,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00458,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04634,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04636,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04643,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04646,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04617,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04618,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04619,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04624,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00432,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00434,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00435,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00440,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00441,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00442,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00411,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
